f30:0: {'name': 'f30:0', 'source_node': '10', 'target_node': '4', 'source_xy': {'X': 2, 'Y': 2}, 'target_xy': {'X': 0, 'Y': 1}, 'data_size': 16384, 'release_time': 0}
f30:20: {'name': 'f30:20', 'source_node': '10', 'target_node': '4', 'source_xy': {'X': 2, 'Y': 2}, 'target_xy': {'X': 0, 'Y': 1}, 'data_size': 16384, 'release_time': 1925000}
f26:20: {'name': 'f26:20', 'source_node': '10', 'target_node': '9', 'source_xy': {'X': 2, 'Y': 2}, 'target_xy': {'X': 1, 'Y': 2}, 'data_size': 8192, 'release_time': 1937000}
f30:21: {'name': 'f30:21', 'source_node': '10', 'target_node': '4', 'source_xy': {'X': 2, 'Y': 2}, 'target_xy': {'X': 0, 'Y': 1}, 'data_size': 16384, 'release_time': 2021250}
f26:21: {'name': 'f26:21', 'source_node': '10', 'target_node': '9', 'source_xy': {'X': 2, 'Y': 2}, 'target_xy': {'X': 1, 'Y': 2}, 'data_size': 8192, 'release_time': 2033250}
f30:22: {'name': 'f30:22', 'source_node': '10', 'target_node': '4', 'source_xy': {'X': 2, 'Y': 2}, 'target_xy': {'X': 0, 'Y': 1}, 'data_size': 16384, 'release_time': 2117500}
f26:22: {'name': 'f26:22', 'source_node': '10', 'target_node': '9', 'source_xy': {'X': 2, 'Y': 2}, 'target_xy': {'X': 1, 'Y': 2}, 'data_size': 8192, 'release_time': 2129500}
f30:23: {'name': 'f30:23', 'source_node': '10', 'target_node': '4', 'source_xy': {'X': 2, 'Y': 2}, 'target_xy': {'X': 0, 'Y': 1}, 'data_size': 16384, 'release_time': 2213750}
f26:23: {'name': 'f26:23', 'source_node': '10', 'target_node': '9', 'source_xy': {'X': 2, 'Y': 2}, 'target_xy': {'X': 1, 'Y': 2}, 'data_size': 8192, 'release_time': 2225750}
f30:24: {'name': 'f30:24', 'source_node': '10', 'target_node': '4', 'source_xy': {'X': 2, 'Y': 2}, 'target_xy': {'X': 0, 'Y': 1}, 'data_size': 16384, 'release_time': 2310000}
f26:24: {'name': 'f26:24', 'source_node': '10', 'target_node': '9', 'source_xy': {'X': 2, 'Y': 2}, 'target_xy': {'X': 1, 'Y': 2}, 'data_size': 8192, 'release_time': 2322000}
